file,Playing bitrate _audio,Playing bitrate _video,Playing/Buffering vmaf,Buffering bitrate _audio,Buffering bitrate _video,Buffer size in Bytes _audio,Buffer size in Bytes _video,Buffer size in Bytes,Buffer size in Seconds _audio,Buffer size in Seconds _video,Framerate,Current Dropped Frames,Total Frames,Total Dropped Frames,Total Corrupted Frames,Total Frame Delay,Throughput
./Netflix_Screen_Capture\2021-03-21_16-11-09.389.jpeg,3840,2160, 100/100,192 , 17857,5877188 , 554822332, 560699520,239.918 , 235.147, 23.976, 0, 65464, 6, 0, 3878, 24329 kbps
./Netflix_Screen_Capture\2021-03-21_16-11-19.397.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 574188215, 580456799,245.688 , 238.013, 23.976, 0, 65706, 6, 0, 3878, 25360 kbps
./Netflix_Screen_Capture\2021-03-21_16-11-29.390.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 560073939, 566342523,251.484 , 237.203, 23.976, 0, 65953, 6, 0, 3878, 21828 kbps
./Netflix_Screen_Capture\2021-03-21_16-11-39.393.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 543266833, 549535417,241.540 , 240.731, 23.976, 0, 66195, 6, 0, 3878, 21388 kbps
./Netflix_Screen_Capture\2021-03-21_16-11-49.391.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 529210002, 535478586,248.340 , 240.206, 23.976, 0, 66417, 6, 0, 3885, 21072 kbps
./Netflix_Screen_Capture\2021-03-21_16-11-59.382.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 508783280, 515051864,253.921 , 241.142, 23.976, 0,, 6, 0, 3885, 19106 kbps
./Netflix_Screen_Capture\2021-03-21_16-12-09.391.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 493494885, 499763469,243.950 , 231.171, 23.976, 0, 66905, 6, 0, 3885, 21139 kbps
./Netflix_Screen_Capture\2021-03-21_16-12-19.392.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 512921487, 519190071,249.739 , 241.897, 23.976, 0, 67152, 6, 0, 3885, 21709 kbps
./Netflix_Screen_Capture\2021-03-21_16-12-29.400.jpeg,3840,2160, 100/100,192 , 17857,5876407 , 495795039, 501671446,239.522 , 239.063, 23.976, 0, 67395, 6, 0, 3885, 19278 kbps
./Netflix_Screen_Capture\2021-03-21_16-12-39.385.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 487227075, 493495659,246.379 , 229.888, 23.976, 0, 67615, 6, 0, 3885, 19573 kbps
./Netflix_Screen_Capture\2021-03-21_16-12-49.398.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 500913755, 507182339,252.142 , 242.298, 23.976, 0, 67859, 6, 0, 3885, 18821 kbps
./Netflix_Screen_Capture\2021-03-21_16-12-59.400.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 497389869, 503658453,241.924 , 239.338, 23.976, 0, 68103, 6, 0, 3885,
./Netflix_Screen_Capture\2021-03-21_16-13-09.386.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 457483657, 463752241,247.741 , 237.297, 23.976, 0, 68343, 6, 0, 3885,
./Netflix_Screen_Capture\2021-03-21_16-13-19.409.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 436590329, 442858913,253.525 , 233.338, 23.976, 0, 68592, 6, 0, 3885, 13223 kbps
./Netflix_Screen_Capture\2021-03-21_16-13-29.403.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 401463808, 407732392,244.346 , 224.159, 23.976, 0, 68815, 6, 0, 3895, 16232 kbps
./Netflix_Screen_Capture\2021-03-21_16-13-39.403.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 400987030, 407255614,250.143 , 237.030, 23.976, 0, 69057, 6, 0, 4005,
./Netflix_Screen_Capture\2021-03-21_16-13-49.389.jpeg,3840,2160, 100/100,192 , 17857,5877188 , 380369160, 386246348,239.976 , 238.083, 23.976, 0, 69303, 6, 0, 4005,
./Netflix_Screen_Capture\2021-03-21_16-13-59.387.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 373727954, 379996538,246.013 , 239.089, 23.976, 0, 69542, 6, 0, 4005,
./Netflix_Screen_Capture\2021-03-21_16-14-09.397.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 358012176, 364280760,251.850 , 238.862, 23.976, 0, 69781, 6, 0, 4005, 19381 kbps
./Netflix_Screen_Capture\2021-03-21_16-14-19.388.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 368249038, 374517622,241.626 , 242.986, 23.976, 0, 70031, 6, 0, 4005, 21123 kbps
./Netflix_Screen_Capture\2021-03-21_16-14-29.410.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 366538783, 372807367,247.405 , 234.975, 23.976, 0, 70274, 6, 0, 4005,
./Netflix_Screen_Capture\2021-03-21_16-14-39.407.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 371607492, 377876076,254.309 , 238.527, 23.976, 0, 70495, 6, 0, 4012,
./Netflix_Screen_Capture\2021-03-21_16-14-49.407.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 352742836, 359011420,244.120 , 232.258, 23.976, 0, 70738, 6, 0, 4012,
./Netflix_Screen_Capture\2021-03-21_16-14-59.385.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 355712923, 361981507,250.159 , 236.895, 23.976, 0, 70980, 6, 0, 4047, 18002 kbps
./Netflix_Screen_Capture\2021-03-21_16-15-09.384.jpeg,3840,2160, 100/100,192 , 17857,5876407 , 357863332, 363739739,239.953 , 242.038, 23.976, 0, 71222, 6, 0, 4047, 19493 kbps
./Netflix_Screen_Capture\2021-03-21_16-15-19.387.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 321325114, 327593698,245.781 , 240.634, 23.976, 0, 71468, 6, 0, 4047, 18363 kbps
./Netflix_Screen_Capture\2021-03-21_16-15-29.391.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 319635797, 325904381,252.610 , 243.392, 23.976, 0, 71690, 6, 0, 4047,
./Netflix_Screen_Capture\2021-03-21_16-15-39.374.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 301777709, 308046293,242.386 , 239.091, 23.976, 0, 71934, 6, 0, 4047,
./Netflix_Screen_Capture\2021-03-21_16-15-49.378.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 296634244, 302902828,248.200 , 240.676, 23.976, 0, 72179, 6, 0, 4047, 17498 kbps
./Netflix_Screen_Capture\2021-03-21_16-15-59.391.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 295106005, 301374589,253.998 , 234.937, 23.976, 0, 72420, 6, 0, 4047, 18998 kbps
./Netflix_Screen_Capture\2021-03-21_16-16-09.396.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 318697462, 324966046,243.770 , 234.927, 23.976, 0, 72667, 6, 0, 4047, 18956 kbps
./Netflix_Screen_Capture\2021-03-21_16-16-19.416.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 302132763, 308401347,249.595 , 232.395, 23.976, 0, 72911, 6, 0, 4047, 21689 kbps
./Netflix_Screen_Capture\2021-03-21_16-16-29.360.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 315675662, 321944246,240.700 , 238.473, 23.976, 0, 73128, 6, 0, 4047, 20910 kbps
./Netflix_Screen_Capture\2021-03-21_16-16-39.378.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 306633774, 312902358,246.492 , 236.565, 23.976, 0, 73375, 6, 0, 4047,
./Netflix_Screen_Capture\2021-03-21_16-16-49.387.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 306044628, 312313212,252.284 , 243.342, 23.976, 0, 73617, 6, 0, 4050,
./Netflix_Screen_Capture\2021-03-21_16-16-59.376.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 309807834, 316076418,242.051 , 242.035, 23.976, 0, 73858, 6, 0, 4050,
./Netflix_Screen_Capture\2021-03-21_16-17-09.354.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 304823051, 311091635,248.111 , 232.095, 23.976, 0, 74099, 6, 0, 4050,
./Netflix_Screen_Capture\2021-03-21_16-17-19.398.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 331070098, 337338682,253.920 , 239.097, 23.976, 0, 74346, 6, 0, 4050,
./Netflix_Screen_Capture\2021-03-21_16-17-29.369.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 307145845, 313414429,243.694 , 242.051, 23.976, 0, 74590, 6, 0, 4064,
./Netflix_Screen_Capture\2021-03-21_16-17-39.378.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 304905810, 311174394,250.559 , 236.336, 23.976, 0, 74810, 6, 0, 4064, 15911 kbps
./Netflix_Screen_Capture\2021-03-21_16-17-49.385.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 311943221, 318211805,240.353 , 242.605, 23.976, 0, 75054, 6, 0, 4064,
./Netflix_Screen_Capture\2021-03-21_16-17-59.383.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 306931629, 313200213,246.178 , 237.987, 23.976, 0, 75296, 6, 0, 4064,
./Netflix_Screen_Capture\2021-03-21_16-18-09.374.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 301268782, 307537366,252.245 , 238.022, 23.976, 0, 75538, 6, 0, 4064,
./Netflix_Screen_Capture\2021-03-21_16-18-19.381.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 304926147, 311194731,242.044 , 239.207, 23.976, 0, 75785, 6, 0, 4064, 16359 kbps
./Netflix_Screen_Capture\2021-03-21_16-18-29.439.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 284706774, 290975358,247.833 , 235.846, 23.976, 0, 76027, 6, 0, 4064, 15728 kbps
./Netflix_Screen_Capture\2021-03-21_16-18-39.404.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 277992993, 284261577,254.663 , 230.263, 23.976, 0, 76248, 6, 0, 4064, 16212 kbps
./Netflix_Screen_Capture\2021-03-21_16-18-49.436.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 314977129, 321245713,244.446 , 233.518, 23.976, 0, 76493, 6, 0, 4071, 23253 kbps
./Netflix_Screen_Capture\2021-03-21_16-18-59.411.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 309426122, 315694706,250.254 , 232.011, 23.976, 0, 76734, 6, 0, 4071, 25449 kbps
./Netflix_Screen_Capture\2021-03-21_16-19-09.389.jpeg,3840,2160, 100/100,192 , 17857,5877188 , 318750854, 324628042,240.038 , 230.387, 23.976, 0, 76975, 6, 0, 4071, 24230 kbps
./Netflix_Screen_Capture\2021-03-21_16-19-19.396.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 362433641, 368702225,245.836 , 237.369, 23.976, 0, 77225, 6, 0, 4071, 24143 kbps
./Netflix_Screen_Capture\2021-03-21_16-19-29.409.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 370934107, 377202691,252.690 , 234.656, 23.976, 0, 77444, 6, 0, 4071,
./Netflix_Screen_Capture\2021-03-21_16-19-39.380.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 403667476, 409936060,242.479 , 241.545, 23.976, 0, 77691, 6, 0, 4071, 23919 kbps
./Netflix_Screen_Capture\2021-03-21_16-19-49.397.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 418689558, 424958142,248.248 , 237.070, 23.976, 0, 77936, 6, 0, 4071, 22960 kbps
./Netflix_Screen_Capture\2021-03-21_16-19-59.386.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 435175938, 441444522,254.081 , 240.217, 23.976, 0, 78181, 6, 0, 4071, 22882 kbps
./Netflix_Screen_Capture\2021-03-21_16-20-09.393.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 415471231, 421739815,243.863 , 242.303, 23.976, 0, 78424, 6, 0, 4071, 22344 kbps
./Netflix_Screen_Capture\2021-03-21_16-20-19.396.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 388250522, 394519106,250.706 , 239.277, 23.976, 0, 78645, 6, 0, 4071, 20791 kbps
./Netflix_Screen_Capture\2021-03-21_16-20-29.376.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 389722483, 395991067,240.486 , 242.529, 23.976, 0, 78889, 6, 0, 4071, 19964 kbps
./Netflix_Screen_Capture\2021-03-21_16-20-39.389.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 376758997, 383027581,246.328 , 239.638, 23.976, 0, 79133, 6, 0, 4071, 19589 kbps
./Netflix_Screen_Capture\2021-03-21_16-20-49.378.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 383572690, 389841274,252.134 , 243.458, 23.976, 0, 79373, 6, 0, 4071, 20481 kbps
./Netflix_Screen_Capture\2021-03-21_16-20-59.385.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 375478848, 381747432,241.924 , 239.963, 23.976, 0, 79622, 6, 0, 4071, 19938 kbps
./Netflix_Screen_Capture\2021-03-21_16-21-09.386.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 377503369, 383771953,248.808 , 237.530, 23.976, 0, 79844, 6, 0, 4071, 18263 kbps
./Netflix_Screen_Capture\2021-03-21_16-21-19.357.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 361650620, 367919204,254.500 , 239.735, 23.976, 0, 80088, 6, 0, 4071,
./Netflix_Screen_Capture\2021-03-21_16-21-29.361.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 361205963, 367474547,244.390 , 238.384, 23.976, 0, 80331, 6, 0, 4071, 18951 kbps
./Netflix_Screen_Capture\2021-03-21_16-21-39.379.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 371880352, 378148936,250.222 , 238.736, 23.976, 0, 80570, 6, 0, 4071,
./Netflix_Screen_Capture\2021-03-21_16-21-49.376.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 361955308, 368223892,240.274 , 237.171, 23.976, 0, 80818, 6, 0, 4071, 18343 kbps
./Netflix_Screen_Capture\2021-03-21_16-21-59.357.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 376211490, 382480074,246.077 , 240.488, 23.976, 0, 81062, 6, 0, 4071, 18893 kbps
./Netflix_Screen_Capture\2021-03-21_16-22-09.384.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 382074262, 388342846,252.916 , 237.593, 23.976, 0, 81281, 6, 0, 4071, 18581 kbps
./Netflix_Screen_Capture\2021-03-21_16-22-19.674.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 374410855, 380679439,242.714 , 235.399, 23.976, 0, 81528, 6, 0, 4071,
./Netflix_Screen_Capture\2021-03-21_16-22-29.708.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 385747344, 392015928,248.488 , 237.935, 23.976, 0, 81769, 6, 0, 4075,
./Netflix_Screen_Capture\2021-03-21_16-22-39.611.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 376215483, 382484067,254.303 , 238.604, 23.976, 0, 82009, 6, 0, 4129, 18421 kbps
./Netflix_Screen_Capture\2021-03-21_16-22-49.545.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 362259163, 368527747,244.024 , 241.463, 23.976, 0, 82260, 6, 0, 4155, 16847 kbps
./Netflix_Screen_Capture\2021-03-21_16-22-59.556.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 329127614, 335396198,249.822 , 235.933, 23.976, 0, 82503, 6, 0, 4155, 21454 kbps
./Netflix_Screen_Capture\2021-03-21_16-23-09.501.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 337265021, 343533605,240.670 , 242.755, 23.976, 0, 82726, 6, 0, 4155, 24503 kbps
./Netflix_Screen_Capture\2021-03-21_16-23-19.486.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 318104801, 324373385,246.481 , 239.875, 23.976, 0, 82969, 6, 0, 4155, 21694 kbps
./Netflix_Screen_Capture\2021-03-21_16-23-29.520.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 297705108, 303973692,252.260 , 239.205, 23.976, 0, 83209, 6, 0, 4155,
./Netflix_Screen_Capture\2021-03-21_16-23-39.516.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 295750314, 302018898,242.048 , 236.459, 23.976, 0, 83458, 6, 0, 4155,
./Netflix_Screen_Capture\2021-03-21_16-23-49.520.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 296851805, 303120389,248.103 , 240.120, 23.976, 0, 83701, 6, 0, 4155, 18727 kbps
./Netflix_Screen_Capture\2021-03-21_16-23-59.512.jpeg,3840,2160, 100/100,192 , 17857,5877188 , 285631896, 291509084,238.960 , 238.818, 23.976, 0, 83922, 6, 0, 4155,
./Netflix_Screen_Capture\2021-03-21_16-24-09.526.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 304893297, 311161881,244.497 , 237.406, 23.976, 0, 84167, 6, 0, 4155, 19248 kbps
./Netflix_Screen_Capture\2021-03-21_16-24-19.514.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 305113990, 311382574,250.310 , 233.443, 23.976, 0, 84413, 6, 0, 4155, 20757 kbps
./Netflix_Screen_Capture\2021-03-21_16-24-29.526.jpeg,3840,2160, 100/100,192 , 17857,5877188 , 323201478, 329078666,240.104 , 236.209, 23.976, 0, 84659, 6, 0, 4155, 18627 kbps
./Netflix_Screen_Capture\2021-03-21_16-24-39.532.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 336908519, 343177103,245.907 , 236.022, 23.976, 0, 84901, 6, 0, 4155, 16839 kbps
./Netflix_Screen_Capture\2021-03-21_16-24-49.524.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 352411546, 358680130,252.788 , 233.377, 23.976, 0, 85123, 6, 0, 4155, 19572 kbps
./Netflix_Screen_Capture\2021-03-21_16-24-59.527.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 368024324, 374292908,242.791 , 239.146, 23.976, 0, 85367, 6, 0, 4155, 20727 kbps
./Netflix_Screen_Capture\2021-03-21_16-25-09.534.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 365752407, 372020991,248.578 , 240.444, 23.976, 0, 85607, 6, 0, 4155, 21486 kbps
./Netflix_Screen_Capture\2021-03-21_16-25-19.512.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 357165570, 363434154,254.358 , 240.661, 23.976, 0, 85853, 6, 0, 4181, 20078 kbps
./Netflix_Screen_Capture\2021-03-21_16-25-29.557.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 363105989, 369374573,244.123 , 234.430, 23.976, 0, 86097, 6, 0, 4181, 19285 kbps
./Netflix_Screen_Capture\2021-03-21_16-25-39.531.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 365611395, 371879979,250.934 , 239.172, 23.976, 0, 86320, 6, 0, 4181, 19079 kbps
./Netflix_Screen_Capture\2021-03-21_16-25-49.532.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 370191058, 376459642,240.971 , 237.300, 23.976, 0, 86563, 6, 0, 4181,
./Netflix_Screen_Capture\2021-03-21_16-25-59.527.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 375461180, 381729764,246.781 , 235.295, 23.976, 0, 86804, 6, 0, 4181,
./Netflix_Screen_Capture\2021-03-21_16-26-09.529.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 372574941, 378843525,252.571 , 238.348, 23.976, 0, 87045, 6, 0, 4181, 16934 kbps
./Netflix_Screen_Capture\2021-03-21_16-26-19.530.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 373776523, 380045107,242.358 , 236.643, 23.976, 0, 87293, 6, 0, 4181,
./Netflix_Screen_Capture\2021-03-21_16-26-29.534.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 375235698, 381504282,248.184 , 240.618, 23.976, 0, 87537, 6, 0, 4181, 18710 kbps
./Netflix_Screen_Capture\2021-03-21_16-26-39.522.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 374470648, 380739232,255.026 , 234.296, 23.976, 0, 87757, 6, 0, 4181,
./Netflix_Screen_Capture\2021-03-21_16-26-49.525.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 412410080, 418678664,244.820 , 240.899, 23.976, 0, 88003, 6, 0, 4181,
./Netflix_Screen_Capture\2021-03-21_16-26-59.507.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 402004016, 408272600,250.625 , 241.349, 23.976, 0, 88244, 6, 0, 4181, 22789 kbps
./Netflix_Screen_Capture\2021-03-21_16-27-09.530.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 384790715, 391059299,240.392 , 238.374, 23.976, 0, 88492, 6, 0, 4181, 20431 kbps
./Netflix_Screen_Capture\2021-03-21_16-27-19.524.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 390178976, 396447560,246.446 , 239.439, 23.976, 0, 88735, 6, 0, 4181,
./Netflix_Screen_Capture\2021-03-21_16-27-29.515.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 387288267, 393556851,253.084 , 240.930, 23.976, 0,, 6, 0, 4181, 20701 kbps
./Netflix_Screen_Capture\2021-03-21_16-27-39.523.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 386119627, 392388211,243.124 , 239.479, 23.976, 0, 89199, 6, 0, 4181,
./Netflix_Screen_Capture\2021-03-21_16-27-49.513.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 370873270, 377141854,248.894 , 239.676, 23.976, 0, 89442, 6, 0, 4181,
./Netflix_Screen_Capture\2021-03-21_16-27-59.528.jpeg,3840,2160, 100/100,192 , 17857,5876407 , 376689334, 382565741,238.691 , 240.818, 23.976, 0, 89681, 6, 0, 4181, 21035 kbps
./Netflix_Screen_Capture\2021-03-21_16-28-09.530.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 354777239, 361045823,244.557 , 242.413, 23.976, 0, 89930, 6, 0, 4181, 19105 kbps
./Netflix_Screen_Capture\2021-03-21_16-28-19.545.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 334323021, 340591605,250.341 , 243.876, 23.976, 0, 90174, 6, 0, 4181, 17498 kbps
./Netflix_Screen_Capture\2021-03-21_16-28-29.542.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 328629223, 334897807,241.147 , 234.682, 23.976, 0, 90394, 6, 0, 4181, 19035 kbps
./Netflix_Screen_Capture\2021-03-21_16-28-39.520.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 331874730, 338143314,246.983 , 240.502, 23.976, 0, 90639, 6, 0, 4192, 18093 kbps
./Netflix_Screen_Capture\2021-03-21_16-28-49.408.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 313740179, 320008763,252.756 , 239.993, 23.976, 0, 90882, 6, 0, 4205, 18018 kbps
./Netflix_Screen_Capture\2021-03-21_16-28-59.539.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 313237937, 319506521,242.251 , 235.535, 23.976, 0, 91133, 6, 0, 4251, 17723 kbps
./Netflix_Screen_Capture\2021-03-21_16-29-09.325.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 331740592, 338009176,249.121 , 239.845, 23.976, 0, 91354, 6, 0, 4251,
./Netflix_Screen_Capture\2021-03-21_16-29-19.318.jpeg,3840,2160, 100/100,192 , 17857,5877188 , 332570799, 338447987,239.154 , 235.884, 23.976, 0, 91596, 6, 0, 4251, 15592 kbps
./Netflix_Screen_Capture\2021-03-21_16-29-29.395.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 332993736, 339262320,244.690 , 239.101, 23.976, 0, 91847, 6, 0, 4251, 18158 kbps
./Netflix_Screen_Capture\2021-03-21_16-29-39.412.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 333574538, 339843122,250.533 , 239.839, 23.976, 0, 92091, 6, 0, 4251,
./Netflix_Screen_Capture\2021-03-21_16-29-49.415.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 337166093, 343434677,241.374 , 239.773, 23.976, 0, 92310, 6, 0, 4251, 18065 kbps
./Netflix_Screen_Capture\2021-03-21_16-29-59.402.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 316221047, 322489631,247.149 , 236.555, 23.976, 0, 92557, 6, 0, 4251,
./Netflix_Screen_Capture\2021-03-21_16-30-09.423.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 332672467, 338941051,252.985 , 235.326, 23.976, 0, 92798, 6, 0, 4251, 18921 kbps
./Netflix_Screen_Capture\2021-03-21_16-30-19.414.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 345760043, 352028627,242.758 , 236.068, 23.976, 0, 93038, 6, 0, 4270, 21098 kbps
./Netflix_Screen_Capture\2021-03-21_16-30-29.616.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 356590696, 362859280,248.571 , 233.973, 23.976, 0, 93290, 6, 0, 4270, 23978 kbps
./Netflix_Screen_Capture\2021-03-21_16-30-39.421.jpeg,3840,2160, 100/100,192 , 17857,5876407 , 361894506, 367770913,239.424 , 237.213, 23.976, 0, 93510, 6, 0, 4348, 23199 kbps
./Netflix_Screen_Capture\2021-03-21_16-30-49.433.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 362780212, 369048796,245.231 , 237.373, 23.976, 0, 93755, 6, 0, 4348, 23132 kbps
./Netflix_Screen_Capture\2021-03-21_16-30-59.504.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 358506376, 364774960,250.992 , 234.809, 23.976, 0, 93998, 6, 0, 4348, 22290 kbps
./Netflix_Screen_Capture\2021-03-21_16-31-09.495.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 384783383, 391051967,240.799 , 237.420, 23.976, 0, 94244, 6, 0, 4348, 21517 kbps
./Netflix_Screen_Capture\2021-03-21_16-31-19.572.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 378674379, 384942963,246.700 , 238.217, 23.976, 0, 94487, 6, 0, 4348, 21531 kbps
./Netflix_Screen_Capture\2021-03-21_16-31-29.403.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 397940540, 404209124,253.198 , 238.057, 23.976, 0, 94711, 6, 0, 4348, 23423 kbps
./Netflix_Screen_Capture\2021-03-21_16-31-39.404.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 399754212, 406022796,243.092 , 238.921, 23.976, 0, 94955, 6, 0, 4348,
./Netflix_Screen_Capture\2021-03-21_16-31-49.411.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 413496516, 419765100,248.910 , 239.426, 23.976, 0, 95196, 6, 0, 4401,
./Netflix_Screen_Capture\2021-03-21_16-31-59.407.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 422186874, 428455458,254.940 , 240.133, 23.976, 0, 95441, 6, 0, 4411, 23720 kbps
./Netflix_Screen_Capture\2021-03-21_16-32-09.407.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 443494847, 449763431,244.735 , 240.605, 23.976, 0,, 6, 0, 4411, 25496 kbps
./Netflix_Screen_Capture\2021-03-21_16-32-19.427.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 445985142, 452253726,251.555 , 236.732, 23.976, 0, 95907, 6, 0, 4415, 21747 kbps
./Netflix_Screen_Capture\2021-03-21_16-32-29.418.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 468000584, 474269168,241.402 , 237.048, 23.976, 0, 96151, 6, 0, 4419,
./Netflix_Screen_Capture\2021-03-21_16-32-39.406.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 454057130, 460325714,246.937 , 239.846, 23.976, 0, 96394, 6, 0, 4419,
./Netflix_Screen_Capture\2021-03-21_16-32-49.409.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 474016604, 480285188,252.742 , 239.963, 23.976, 0, 96642, 6, 0, 4434, 23097 kbps
