file,Playing bitrate _audio,Playing bitrate _video,Playing/Buffering vmaf,Buffering bitrate _audio,Buffering bitrate _video,Buffer size in Bytes _audio,Buffer size in Bytes _video,Buffer size in Bytes,Buffer size in Seconds _audio,Buffer size in Seconds _video,Framerate,Current Dropped Frames,Total Frames,Total Dropped Frames,Total Corrupted Frames,Total Frame Delay,Throughput
./Netflix_Screen_Capture\2021-03-21_15-42-12.802.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 566505166, 572773750,249.617 , 234.935, 23.976, 0, 29610, 1, 0, 781, 18105 kbps
./Netflix_Screen_Capture\2021-03-21_15-42-22.785.jpeg,3840,2160, 100/100,192 , 17857,5876407 , 567742000, 573618407,239.396 , 235.225, 23.976, 0, 29854, 1, 0, 781, 19318 kbps
./Netflix_Screen_Capture\2021-03-21_15-42-32.789.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 562239577, 568508161,245.267 , 237.117, 23.976, 0, 30099, 1, 0, 781,
./Netflix_Screen_Capture\2021-03-21_15-42-42.794.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 576704343, 582972927,252.120 , 236.437, 23.976, 0, 30318, 1, 0, 781, 22751 kbps
./Netflix_Screen_Capture\2021-03-21_15-42-52.798.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 580071423, 586340007,241.922 , 236.708, 23.976, 0, 30563, 1, 0, 781, 23949 kbps
./Netflix_Screen_Capture\2021-03-21_15-43-02.797.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 588348338, 594616922,247.755 , 236.853, 23.976, 0, 30809, 1, 0, 781, 21699 kbps
./Netflix_Screen_Capture\2021-03-21_15-43-12.791.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 589676994, 595945578,253.561 , 238.087, 23.976, 0, 31053, 1, 0, 781,
./Netflix_Screen_Capture\2021-03-21_15-43-22.810.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 560717081, 566985665,243.347 , 231.793, 23.976, 0, 31299, 1, 0, 781,
./Netflix_Screen_Capture\2021-03-21_15-43-32.809.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 578340132, 584608716,250.194 , 236.289, 23.976, 0, 31515, 1, 0, 781, 20376 kbps
./Netflix_Screen_Capture\2021-03-21_15-43-42.797.jpeg,3840,2160, 100/100,192 , 17857,5877188 , 566983826, 572861014,240.010 , 226.105, 23.976, 0, 31763, 1, 0, 781, 22100 kbps
./Netflix_Screen_Capture\2021-03-21_15-43-52.785.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 591510192, 597778776,245.793 , 235.616, 23.976, 0, 32011, 1, 0, 781, 23608 kbps
./Netflix_Screen_Capture\2021-03-21_15-44-02.796.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 593684321, 599952905,251.628 , 232.092, 23.976, 0, 32255, 1, 0, 781, 21912 kbps
./Netflix_Screen_Capture\2021-03-21_15-44-12.792.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 602665963, 608934547,242.448 , 232.797, 23.976, 0, 32476, 1, 0, 781, 23283 kbps
./Netflix_Screen_Capture\2021-03-21_15-44-22.783.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 609009568, 615278152,247.999 , 234.819, 23.976, 0, 32714, 1, 0, 781, 22279 kbps
./Netflix_Screen_Capture\2021-03-21_15-44-32.805.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 606068681, 612337265,254.091 , 234.513, 23.976, 0, 32964, 1, 0, 812, 20268 kbps
./Netflix_Screen_Capture\2021-03-21_15-44-42.807.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 615366969, 621635553,243.618 , 235.635, 23.976, 0, 33210, 1, 0, 812, 20141 kbps
./Netflix_Screen_Capture\2021-03-21_15-44-52.798.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 622554788, 628823372,249.648 , 236.926, 23.976, 0, 33453, 1, 0, 812, 19645 kbps
./Netflix_Screen_Capture\2021-03-21_15-45-02.801.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 616513046, 622781630,240.486 , 235.189, 23.976, 0, 33674, 1, 0, 812,
./Netflix_Screen_Capture\2021-03-21_15-45-12.802.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 598862375, 605130959,246.292 , 232.762, 23.976, 0, 33913, 1, 0, 812,
./Netflix_Screen_Capture\2021-03-21_15-45-22.806.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 616039790, 622308374,252.080 , 234.937, 23.976, 0, 34159, 1, 0, 812, 24032 kbps
./Netflix_Screen_Capture\2021-03-21_15-45-32.797.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 605469468, 611738052,241.872 , 236.408, 23.976, 0, 34403, 1, 0, 812, 20899 kbps
./Netflix_Screen_Capture\2021-03-21_15-45-42.806.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 596528438, 602797022,247.710 , 231.052, 23.976, 0, 34647, 1, 0, 812, 21856 kbps
./Netflix_Screen_Capture\2021-03-21_15-45-52.798.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 589159553, 595428137,253.540 , 233.978, 23.976, 0, 34891, 1, 0, 812, 20939 kbps
./Netflix_Screen_Capture\2021-03-21_15-46-02.799.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 586560019, 592828603,244.374 , 233.071, 23.976, 0, 35114, 1, 0, 812, 20947 kbps
./Netflix_Screen_Capture\2021-03-21_15-46-12.782.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 572552989, 578821573,250.198 , 226.408, 23.976, 0, 35352, 1, 0, 812,
./Netflix_Screen_Capture\2021-03-21_15-46-22.791.jpeg,3840,2160, 100/100,192 , 17857,5877188 , 562550923, 568428111,240.247 , 224.590, 23.976, 0, 35598, 1, 0, 812,
./Netflix_Screen_Capture\2021-03-21_15-46-32.791.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 551439663, 557708247,245.823 , 218.378, 23.976, 0, 35845, 1, 0, 812, 23753 kbps
./Netflix_Screen_Capture\2021-03-21_15-46-42.794.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 576425564, 582694148,251.908 , 228.869, 23.976, 0,, 1, 0, 812,
./Netflix_Screen_Capture\2021-03-21_15-46-52.809.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 569327345, 575595929,241.733 , 227.244, 23.976, 0, 36334, 1, 0, 812, 25432 kbps
./Netflix_Screen_Capture\2021-03-21_15-47-02.792.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 585693649, 591962233,248.335 , 231.568, 23.976, 0, 36550, 1, 0, 812, 26764 kbps
./Netflix_Screen_Capture\2021-03-21_15-47-12.795.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 585708770, 591977354,254.270 , 229.687, 23.976, 0, 36791, 1, 0, 812, 26192 kbps
./Netflix_Screen_Capture\2021-03-21_15-47-22.806.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 597813584, 604082168,244.247 , 236.306, 23.976, 0, 37039, 1, 0, 812, 25512 kbps
./Netflix_Screen_Capture\2021-03-21_15-47-32.806.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 595355998, 601624582,250.055 , 232.662, 23.976, 0, 37283, 1, 0, 812, 21740 kbps
./Netflix_Screen_Capture\2021-03-21_15-47-42.787.jpeg,3840,2160, 100/100,192 , 17857,5876407 , 582764542, 588640949,239.856 , 228.970, 23.976, 0, 37527, 1, 0, 812,
./Netflix_Screen_Capture\2021-03-21_15-47-52.800.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 583993170, 590261754,245.708 , 231.803, 23.976, 0, 37770, 1, 0, 812, 18672 kbps
./Netflix_Screen_Capture\2021-03-21_15-48-02.807.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 580736841, 587005425,252.558 , 229.159, 23.976, 0, 37990, 1, 0, 812, 23998 kbps
./Netflix_Screen_Capture\2021-03-21_15-48-12.815.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 594880091, 601148675,242.112 , 231.726, 23.976, 0, 38237, 1, 0, 812,
./Netflix_Screen_Capture\2021-03-21_15-48-22.799.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 580808720, 587077304,247.947 , 228.036, 23.976, 0, 38484, 1, 0, 812, 24509 kbps
./Netflix_Screen_Capture\2021-03-21_15-48-32.798.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 590922347, 597190931,253.759 , 224.354, 23.976, 0, 38726, 1, 0, 812, 24252 kbps
./Netflix_Screen_Capture\2021-03-21_15-48-42.787.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 589765330, 596033914,244.616 , 228.224, 23.976, 0, 38947, 1, 0, 812, 24312 kbps
./Netflix_Screen_Capture\2021-03-21_15-48-52.763.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 609385233, 615653817,250.463 , 231.052, 23.976, 0, 39189, 1, 0, 812, 24580 kbps
./Netflix_Screen_Capture\2021-03-21_15-54-12.947.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 660053334, 666321918,240.842 , 237.197, 23.976, 0, 43159, 5, 0, 3570, 22907 kbps
./Netflix_Screen_Capture\2021-03-21_15-54-22.885.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 673557094, 679825678,247.406 , 237.854, 23.976, 0, 43377, 5, 0, 3572, 22936 kbps
./Netflix_Screen_Capture\2021-03-21_15-54-32.954.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 651623530, 657892114,253.496 , 236.379, 23.976, 0, 43624, 5, 0, 3572, 24180 kbps
./Netflix_Screen_Capture\2021-03-21_15-54-42.929.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 634671374, 640939958,243.285 , 233.467, 23.976, 0, 43869, 5, 0, 3572, 25737 kbps
./Netflix_Screen_Capture\2021-03-21_15-54-52.940.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 646803559, 653072143,248.833 , 235.945, 23.976, 0, 44116, 5, 0, 3577, 21689 kbps
./Netflix_Screen_Capture\2021-03-21_15-55-02.950.jpeg,3840,2160, 100/100,192 , 17857,5876407 , 634333394, 640209801,238.618 , 233.863, 23.976, 0, 44359, 5, 0, 3579, 23553 kbps
./Netflix_Screen_Capture\2021-03-21_15-55-12.953.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 645138939, 651407523,245.479 , 236.036, 23.976, 0, 44575, 5, 0, 3579, 23601 kbps
./Netflix_Screen_Capture\2021-03-21_15-55-22.935.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 643449912, 649718496,251.282 , 237.351, 23.976, 0, 44825, 5, 0, 3579, 23651 kbps
./Netflix_Screen_Capture\2021-03-21_15-55-32.951.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 661798550, 668067134,241.063 , 238.685, 23.976, 0, 45069, 5, 0, 3579, 25454 kbps
./Netflix_Screen_Capture\2021-03-21_15-55-42.936.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 659078634, 665347218,246.860 , 238.252, 23.976, 0, 45313, 5, 0, 3579, 24013 kbps
./Netflix_Screen_Capture\2021-03-21_15-55-52.943.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 649687048, 655955632,252.721 , 236.955, 23.976, 0, 45558, 5, 0, 3579, 25131 kbps
./Netflix_Screen_Capture\2021-03-21_15-56-02.927.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 658091240, 664359824,243.567 , 239.563, 23.976, 0, 45779, 5, 0, 3579, 26188 kbps
./Netflix_Screen_Capture\2021-03-21_15-56-12.923.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 637937360, 644205944,249.414 , 235.258, 23.976, 0, 46025, 5, 0, 3579, 24427 kbps
./Netflix_Screen_Capture\2021-03-21_15-56-22.941.jpeg,3840,2160, 100/100,192 , 17857,5877188 , 629254112, 635131300,238.928 , 236.284, 23.976, 0, 46273, 5, 0, 3579, 25504 kbps
./Netflix_Screen_Capture\2021-03-21_15-56-32.956.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 628928998, 635197582,244.716 , 234.330, 23.976, 0, 46515, 5, 0, 3579, 25016 kbps
./Netflix_Screen_Capture\2021-03-21_15-56-42.941.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 642580614, 648849198,251.595 , 238.023, 23.976, 0, 46733, 5, 0, 3579, 23783 kbps
./Netflix_Screen_Capture\2021-03-21_15-56-52.939.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 653604289, 659872873,241.361 , 240.635, 23.976, 0, 46982, 5, 0, 3579, 25213 kbps
./Netflix_Screen_Capture\2021-03-21_15-57-02.939.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 634642937, 640911521,247.136 , 235.666, 23.976, 0, 47227, 5, 0, 3579, 21562 kbps
./Netflix_Screen_Capture\2021-03-21_15-57-12.969.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 627308253, 633576837,252.983 , 232.404, 23.976, 0, 47475, 5, 0, 3579, 20199 kbps
./Netflix_Screen_Capture\2021-03-21_15-57-22.959.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 623110834, 629379418,242.776 , 237.504, 23.976, 0, 47716, 5, 0, 3579, 19030 kbps
./Netflix_Screen_Capture\2021-03-21_15-57-32.941.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 599114488, 605383072,249.584 , 228.312, 23.976, 0, 47936, 5, 0, 3579, 15723 kbps
./Netflix_Screen_Capture\2021-03-21_15-57-42.936.jpeg,3840,2160, 100/100,192 , 17857,5876407 , 604423253, 610299660,239.352 , 235.598, 23.976, 0, 48184, 5, 0, 3579, 19378 kbps
./Netflix_Screen_Capture\2021-03-21_15-57-52.918.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 604931049, 611199633,245.174 , 236.732, 23.976, 0, 48427, 5, 0, 3579, 22602 kbps
./Netflix_Screen_Capture\2021-03-21_15-58-02.934.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 611075509, 617344093,250.946 , 237.849, 23.976, 0, 48671, 5, 0, 3579, 24874 kbps
./Netflix_Screen_Capture\2021-03-21_15-58-12.922.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 604190264, 610458848,241.759 , 239.965, 23.976, 0, 48889, 5, 0, 3579, 23869 kbps
./Netflix_Screen_Capture\2021-03-21_15-58-22.939.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 585833213, 592101797,247.571 , 235.376, 23.976, 0, 49136, 5, 0, 3579, 22562 kbps
./Netflix_Screen_Capture\2021-03-21_15-58-32.964.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 595321128, 601589712,253.598 , 237.206, 23.976, 0, 49380, 5, 0, 3579, 22709 kbps
./Netflix_Screen_Capture\2021-03-21_15-58-42.771.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 597633139, 603901723,243.142 , 237.970, 23.976, 0, 49627, 5, 0, 3613, 23421 kbps
./Netflix_Screen_Capture\2021-03-21_15-58-52.799.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 584054709, 590323293,249.182 , 236.736, 23.976, 0, 49871, 5, 0, 3613, 22047 kbps
./Netflix_Screen_Capture\2021-03-21_15-59-02.793.jpeg,3840,2160, 100/100,192 , 17857,5877188 , 577649699, 583526887,239.780 , 234.049, 23.976, 0, 50089, 5, 0, 3613, 23821 kbps
./Netflix_Screen_Capture\2021-03-21_15-59-12.785.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 562521928, 568790512,245.812 , 238.846, 23.976, 0, 50335, 5, 0, 3613, 23636 kbps
./Netflix_Screen_Capture\2021-03-21_15-59-22.790.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 563446394, 569714978,251.549 , 239.687, 23.976, 0, 50579, 5, 0, 3613, 22379 kbps
./Netflix_Screen_Capture\2021-03-21_15-59-32.783.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 540861483, 547130067,241.429 , 234.406, 23.976, 0, 50826, 5, 0, 3613, 21650 kbps
./Netflix_Screen_Capture\2021-03-21_15-59-42.791.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 540538145, 546806729,247.173 , 234.994, 23.976, 0,, 5, 0, 3613, 17473 kbps
./Netflix_Screen_Capture\2021-03-21_15-59-52.763.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 549994807, 556263391,254.070 , 237.579, 23.976, 0, 51286, 5, 0, 3613,
./Netflix_Screen_Capture\2021-03-21_16-00-02.771.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 550576404, 556844988,243.847 , 237.366, 23.976, 0, 51533, 5, 0, 3613, 24103 kbps
./Netflix_Screen_Capture\2021-03-21_16-00-12.782.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 561589889, 567858473,249.643 , 237.422, 23.976, 0, 51779, 5, 0, 3613, 23273 kbps
./Netflix_Screen_Capture\2021-03-21_16-00-22.797.jpeg,3840,2160, 100/100,192 , 17857,5876407 , 560315066, 566191473,239.201 , 237.449, 23.976, 0, 52025, 5, 0, 3613, 22613 kbps
./Netflix_Screen_Capture\2021-03-21_16-00-32.787.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 566376582, 572645166,245.253 , 239.022, 23.976, 0, 52267, 5, 0, 3613, 23012 kbps
./Netflix_Screen_Capture\2021-03-21_16-00-42.784.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 549660369, 555928953,252.073 , 238.142, 23.976, 0, 52487, 5, 0, 3613, 22691 kbps
./Netflix_Screen_Capture\2021-03-21_16-00-52.774.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 560464161, 566732745,241.857 , 236.184, 23.976, 0, 52736, 5, 0, 3613, 25577 kbps
./Netflix_Screen_Capture\2021-03-21_16-01-02.763.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 579598227, 585866811,247.414 , 237.388, 23.976, 0, 52979, 5, 0, 3613, 23606 kbps
./Netflix_Screen_Capture\2021-03-21_16-01-12.789.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 577297662, 583566246,253.431 , 240.000, 23.976, 0, 53224, 5, 0, 3613, 22135 kbps
./Netflix_Screen_Capture\2021-03-21_16-01-22.783.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 578660136, 584928720,244.224 , 238.718, 23.976, 0, 53446, 5, 0, 3613, 20926 kbps
./Netflix_Screen_Capture\2021-03-21_16-01-32.771.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 581189876, 587458460,250.085 , 239.391, 23.976, 0, 53684, 5, 0, 3613, 21985 kbps
./Netflix_Screen_Capture\2021-03-21_16-01-42.792.jpeg,3840,2160, 100/100,192 , 17857,5877188 , 580508259, 586385447,239.858 , 236.004, 23.976, 0, 53937, 5, 0, 3613, 20777 kbps
./Netflix_Screen_Capture\2021-03-21_16-01-52.789.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 585629076, 591897660,245.640 , 237.757, 23.976, 0, 54181, 5, 0, 3613, 24134 kbps
./Netflix_Screen_Capture\2021-03-21_16-02-02.785.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 588731379, 594999963,251.470 , 239.775, 23.976, 0, 54423, 5, 0, 3613, 23975 kbps
./Netflix_Screen_Capture\2021-03-21_16-02-12.782.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 592822384, 599090968,242.266 , 239.455, 23.976, 0, 54643, 5, 0, 3613,
./Netflix_Screen_Capture\2021-03-21_16-02-22.791.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 584615089, 590883673,248.031 , 237.270, 23.976, 0, 54883, 5, 0, 3613, 22454 kbps
./Netflix_Screen_Capture\2021-03-21_16-02-32.763.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 581808059, 588076643,253.855 , 235.278, 23.976, 0, 55133, 5, 0, 3613, 23737 kbps
./Netflix_Screen_Capture\2021-03-21_16-02-42.785.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 577837122, 584105706,243.607 , 233.539, 23.976, 0, 55376, 5, 0, 3613, 23236 kbps
./Netflix_Screen_Capture\2021-03-21_16-02-52.783.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 594625813, 600894397,249.416 , 239.531, 23.976, 0, 55621, 5, 0, 3613, 22040 kbps
./Netflix_Screen_Capture\2021-03-21_16-03-02.797.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 593495017, 599763601,240.271 , 239.353, 23.976, 0, 55842, 5, 0, 3613,
./Netflix_Screen_Capture\2021-03-21_16-03-12.797.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 582734901, 589003485,246.060 , 235.575, 23.976, 0, 56089, 5, 0, 3613,
./Netflix_Screen_Capture\2021-03-21_16-03-22.811.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 586224911, 592493495,251.639 , 235.289, 23.976, 0, 56335, 5, 0, 3660,
./Netflix_Screen_Capture\2021-03-21_16-03-32.812.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 591359668, 597628252,241.426 , 236.796, 23.976, 0,, 5, 0, 3671, 22776 kbps
./Netflix_Screen_Capture\2021-03-21_16-03-42.798.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 609530325, 615798909,248.062 , 239.287, 23.976, 0, 56802, 5, 0, 3671, 24593 kbps
./Netflix_Screen_Capture\2021-03-21_16-03-52.805.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 592565160, 598833744,253.812 , 233.666, 23.976, 0, 57050, 5, 0, 3671, 24535 kbps
./Netflix_Screen_Capture\2021-03-21_16-04-02.783.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 597602341, 603870925,243.595 , 235.837, 23.976, 0, 57296, 5, 0, 3671, 22165 kbps
./Netflix_Screen_Capture\2021-03-21_16-04-12.783.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 597684328, 603952912,249.453 , 239.301, 23.976, 0, 57541, 5, 0, 3671, 24328 kbps
./Netflix_Screen_Capture\2021-03-21_16-04-22.798.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 580432775, 586701359,240.290 , 238.522, 23.976, 0, 57762, 5, 0, 3671, 20115 kbps
./Netflix_Screen_Capture\2021-03-21_16-04-32.789.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 570320720, 576589304,246.088 , 237.287, 23.976, 0, 58001, 5, 0, 3671, 18781 kbps
./Netflix_Screen_Capture\2021-03-21_16-04-42.799.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 568001259, 574269843,251.887 , 232.977, 23.976, 0, 58252, 5, 0, 3671, 21276 kbps
./Netflix_Screen_Capture\2021-03-21_16-04-52.784.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 558313681, 564582265,241.662 , 229.300, 23.976, 0, 58498, 5, 0, 3671, 20280 kbps
./Netflix_Screen_Capture\2021-03-21_16-05-02.786.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 557252234, 563520818,247.430 , 231.414, 23.976, 0, 58743, 5, 0, 3671, 18929 kbps
./Netflix_Screen_Capture\2021-03-21_16-05-12.804.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 559720302, 565988886,254.219 , 235.517, 23.976, 0,, 5, 0, 3671, 19076 kbps
./Netflix_Screen_Capture\2021-03-21_16-05-22.801.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 558544608, 564813192,244.036 , 236.220, 23.976, 0, 59207, 5, 0, 3671, 19521 kbps
./Netflix_Screen_Capture\2021-03-21_16-05-32.783.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 555364026, 561632610,250.067 , 234.426, 23.976, 0, 59449, 5, 0, 3671, 20128 kbps
./Netflix_Screen_Capture\2021-03-21_16-05-42.797.jpeg,3840,2160, 100/100,192 , 17857,5876407 , 537461806, 543338213,239.831 , 227.443, 23.976, 0, 59694, 5, 0, 3671, 19772 kbps
./Netflix_Screen_Capture\2021-03-21_16-05-52.924.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 554585207, 560853791,245.406 , 236.798, 23.976, 0, 59941, 5, 0, 3671, 23362 kbps
./Netflix_Screen_Capture\2021-03-21_16-06-02.899.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 555087870, 561356454,252.241 , 235.349, 23.976, 0, 60159, 5, 0, 3805, 24788 kbps
./Netflix_Screen_Capture\2021-03-21_16-08-19.402.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 569410043, 575678627,249.906 , 237.460, 23.976, 0, 61382, 6, 0, 3844,
./Netflix_Screen_Capture\2021-03-21_16-08-29.403.jpeg,3840,2160, 100/100,192 , 17857,5877188 , 543472178, 549349366,239.957 , 227.511, 23.976, 0, 61625, 6, 0, 3844, 16464 kbps
./Netflix_Screen_Capture\2021-03-21_16-08-39.388.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 557286931, 563555515,245.732 , 233.928, 23.976, 0, 61869, 6, 0, 3844,
./Netflix_Screen_Capture\2021-03-21_16-08-49.434.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 554653054, 560921638,251.534 , 236.252, 23.976, 0, 62109, 6, 0, 3844, 17433 kbps
./Netflix_Screen_Capture\2021-03-21_16-08-59.391.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 531149372, 537417956,241.380 , 232.813, 23.976, 0, 62356, 6, 0, 3844, 21939 kbps
./Netflix_Screen_Capture\2021-03-21_16-09-09.394.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 524640605, 530909189,247.131 , 229.780, 23.976, 0, 62601, 6, 0, 3844,
./Netflix_Screen_Capture\2021-03-21_16-09-19.394.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 537366611, 543635195,254.000 , 227.791, 23.976, 0, 62820, 6, 0, 3844, 21682 kbps
./Netflix_Screen_Capture\2021-03-21_16-09-29.379.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 543812178, 550080762,243.801 , 231.105, 23.976, 0, 63065, 6, 0, 3849, 24968 kbps
./Netflix_Screen_Capture\2021-03-21_16-09-39.397.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 553704834, 559973418,249.629 , 233.237, 23.976, 0, 63311, 6, 0, 3849, 26746 kbps
./Netflix_Screen_Capture\2021-03-21_16-09-49.388.jpeg,3840,2160, 100/100,192 , 17857,5876407 , 570606200, 576482607,239.409 , 232.527, 23.976, 0, 63556, 6, 0, 3849, 26691 kbps
./Netflix_Screen_Capture\2021-03-21_16-09-59.392.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 593284660, 599553244,245.496 , 235.595, 23.976, 0, 63798, 6, 0, 3849, 22169 kbps
./Netflix_Screen_Capture\2021-03-21_16-10-09.352.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 590662413, 596930997,252.065 , 239.385, 23.976, 0, 64019, 6, 0, 3878, 25867 kbps
./Netflix_Screen_Capture\2021-03-21_16-10-19.342.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 577812683, 584081267,242.116 , 240.864, 23.976, 0, 64263, 6, 0, 3878, 24417 kbps
./Netflix_Screen_Capture\2021-03-21_16-10-29.427.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 549537585, 555806169,247.935 , 236.365, 23.976, 0, 64508, 6, 0, 3878, 21781 kbps
./Netflix_Screen_Capture\2021-03-21_16-10-39.404.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 565787570, 572056154,253.727 , 237.001, 23.976, 0, 64748, 6, 0, 3878, 21128 kbps
./Netflix_Screen_Capture\2021-03-21_16-10-49.394.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 548433849, 554702433,243.520 , 237.847, 23.976, 0, 64997, 6, 0, 3878, 22344 kbps
./Netflix_Screen_Capture\2021-03-21_16-10-59.391.jpeg,3840,2160, 100/100,192 , 17857,6268584 , 561831502, 568100086,250.387 , 239.902, 23.976, 0, 65216, 6, 0, 3878, 23221 kbps
